"codigo_linha","nome_linha","categoria","cor","apenas_cartao","geojson"
"307","B. ALTO / STA. FELICIDADE","LINHA DIRETA","PRATA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.3296205594654,-25.4013534506332],[-49.3296043653091,-25.4012600850462],[-49.3295375682743,-25.4012627011745],[-49.3293448909117,-25.4013994259125],[-49.3293454397564,-25.4014261303204],[-49.3294783987898,-25.4015844909343],[-49.3293747786617,-25.4016239109379],[-49.3294995436501,-25.401995455762],[-49.3270196152938,-25.4027043490994],[-49.3258882651481,-25.4032555786731],[-49.3240304346739,-25.4061525310035],[-49.3232665099313,-25.4073444517868],[-49.3226957393765,-25.4090041281132],[-49.322270797538,-25.4096750658513],[-49.3218971499415,-25.4096093982428],[-49.3209425466397,-25.4102695110795],[-49.3204914564771,-25.4112525112238],[-49.3181144213651,-25.4131690505851],[-49.3167203003366,-25.4135731331789],[-49.3146291465943,-25.4134293751024],[-49.3066812253758,-25.4151704581408],[-49.3051093517551,-25.4146275222192],[-49.3012592016768,-25.4157368631849],[-49.2986579223866,-25.41558514866],[-49.2951727360145,-25.4163643124088],[-49.2937899144872,-25.4182921703406],[-49.2918610632869,-25.4225094427156],[-49.2906659076187,-25.4249386721895],[-49.2881783812457,-25.4239636344958],[-49.2859340400934,-25.4287546311206],[-49.2806229164828,-25.4266446939829],[-49.2783430976703,-25.431399361801],[-49.2726475757418,-25.4292864467007],[-49.2718946701904,-25.4290314696638],[-49.2713603745458,-25.4299576960171],[-49.269208693908,-25.4290054986744],[-49.2690377973732,-25.4289937820903],[-49.2671735185249,-25.4288417732545],[-49.2647278401728,-25.4278629633874],[-49.2593609617248,-25.4256833832358],[-49.2567863194425,-25.4246231367534],[-49.2556822426641,-25.424026758907],[-49.2483270513451,-25.4245938191339],[-49.2428280622283,-25.4249496572472],[-49.2424229628028,-25.4259416517683],[-49.241668900265,-25.4277197397882],[-49.2410739686714,-25.4288445624821],[-49.2402363622375,-25.4276280882165],[-49.2394907638216,-25.4274061946469],[-49.2104068893841,-25.4306752828177],[-49.203392346121,-25.4314815912256],[-49.2040607209293,-25.4291974961659],[-49.2040712551722,-25.427788676186],[-49.2018656519438,-25.4269371203147],[-49.2030986636659,-25.4242325163436],[-49.2010053749678,-25.4234021948646],[-49.2054482477161,-25.4139853766593],[-49.2055675662984,-25.4140297441646],[-49.2060185920958,-25.4131286759565],[-49.20581421704,-25.4131384751217],[-49.2057660894927,-25.413238208979]]]}"
"205","BARREIRINHA","TRONCAL","AMARELA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2622899438998,-25.3774500835925],[-49.2623091693967,-25.3772114770874],[-49.2622637507045,-25.3771320615285],[-49.2623436660926,-25.3769960980742],[-49.2626419599315,-25.3770128522766],[-49.2625331820524,-25.3785035365074],[-49.2624121878616,-25.3785100520835],[-49.2623750406615,-25.37900212887],[-49.2612376905869,-25.3806074049114],[-49.2610351069798,-25.381289543263],[-49.2615354814082,-25.3825774077798],[-49.2614365939104,-25.3846491809962],[-49.2614882043629,-25.3860254270859],[-49.2608792121609,-25.3873016419617],[-49.2604315284226,-25.3903064944746],[-49.2608387596861,-25.3917719025228],[-49.2606604258776,-25.3928188124563],[-49.2582021098031,-25.3944293606426],[-49.256784561355,-25.396098941287],[-49.2564836355151,-25.3973705472152],[-49.2570247581096,-25.3989145234917],[-49.2577482407275,-25.4001927211973],[-49.2586407764543,-25.4017677269509],[-49.2585061970074,-25.4032608375163],[-49.2567700703108,-25.4061499239366],[-49.2531362179352,-25.4089154241502],[-49.2540089259925,-25.4098600307339],[-49.2546463324003,-25.4113440412415],[-49.25439859169,-25.4120398376512],[-49.2552348622044,-25.413545895775],[-49.2578808568987,-25.4139387784632],[-49.2629890025931,-25.4193533696395],[-49.2670528736724,-25.4191619944801],[-49.2677994139625,-25.4218744728616],[-49.2684565987827,-25.4228633221381],[-49.268828021246,-25.4240804674941],[-49.2683006094967,-25.4287538828309],[-49.2692833815807,-25.4288325549975],[-49.2699954966174,-25.4291419779663],[-49.2705520140347,-25.4286393117894]]]}"
"875","BIGORRILHO","CONVENCIONAL","AMARELA","S","{""type"":""MultiLineString"",""coordinates"":[[[-49.2725186347153,-25.4299456044382],[-49.2727453884632,-25.4295143463675],[-49.2786354314943,-25.4317003172995],[-49.2792065397574,-25.4314663864468],[-49.2840382254941,-25.4333464555388],[-49.2851614093866,-25.4309282903669],[-49.2974047339086,-25.4357674944605],[-49.3008021628439,-25.4289517155421],[-49.3001954917421,-25.427116679493],[-49.3009354014322,-25.4255191579563],[-49.2984257714283,-25.4245640066162],[-49.2993622769414,-25.422558468841],[-49.3004598983766,-25.422979979156],[-49.3014105905986,-25.4208377230605],[-49.3033751834791,-25.4215619221479],[-49.3038588359369,-25.4220050739942],[-49.303885923754,-25.4228041239238],[-49.3049894629768,-25.4229928989176],[-49.3078192282055,-25.4231489451861],[-49.3084996475375,-25.4231143377543],[-49.3096197658519,-25.422754647744],[-49.3103147566593,-25.4227362040845],[-49.3119718666219,-25.4227136088682],[-49.3126342207732,-25.4229478452771],[-49.3160079466041,-25.4228469759831],[-49.316994466743,-25.4224129514306],[-49.3197114134629,-25.4222813812405],[-49.3210201508328,-25.4235628853764],[-49.3216136708224,-25.4241512788125],[-49.3218439771388,-25.4245218680701],[-49.3217993197815,-25.4249130565263],[-49.3212228267891,-25.4259272592029],[-49.3212327796261,-25.4261528962796],[-49.3213317279282,-25.4270728181767],[-49.3218186494468,-25.4270696892516]]]}"
"225","BOA VISTA / BARREIRINHA","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2409526474314,-25.3932155236369],[-49.2411518717701,-25.3930647791427],[-49.2412977698635,-25.3930800390221],[-49.2415631935203,-25.3933555522068],[-49.242495729221,-25.3926395595599],[-49.2455431921239,-25.390321421732],[-49.2437374996344,-25.3883667408452],[-49.2568413764167,-25.3783794899021],[-49.2556301434563,-25.3782026111059],[-49.2553781104296,-25.3778151166227],[-49.2554859504241,-25.376556448594],[-49.2559184837441,-25.3758116641479],[-49.2568740919508,-25.3753602779971],[-49.2570404615754,-25.3751960186526],[-49.2577202604547,-25.3750478076623],[-49.2586275056006,-25.3749697965506],[-49.2599601850347,-25.3746468963747],[-49.2632195907199,-25.3746646069459],[-49.2628020361131,-25.3761924549432],[-49.262785021188,-25.3766618692363],[-49.2626999030574,-25.3766707461633],[-49.2626715887965,-25.3770417887506],[-49.2624951156088,-25.3770330074661],[-49.2624646192272,-25.3774531468765]]]}"
"201","BOM RETIRO / CABRAL","TRONCAL","AMARELA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2525644488056,-25.4068176763569],[-49.2529370320912,-25.4072267275604],[-49.2531353122313,-25.4072556675501],[-49.2533140958189,-25.4071943708553],[-49.253495395079,-25.4070544837073],[-49.2534342537847,-25.4068589908532],[-49.2523904675398,-25.4057176166601],[-49.2530593638164,-25.404926808623],[-49.2540823275221,-25.4037083806136],[-49.2550352389762,-25.4026440682795],[-49.25622167965,-25.401782728237],[-49.2572528158433,-25.4024641669772],[-49.258587303137,-25.4025447639953],[-49.2606835709236,-25.4021160997148],[-49.2619710652904,-25.4019184641844],[-49.2637870688689,-25.4013893475123],[-49.2646243695393,-25.401232826384],[-49.2660687016146,-25.4009672702386],[-49.2693379303243,-25.4020564688475],[-49.2697911176964,-25.4022784960225],[-49.2713287145536,-25.4035131095781],[-49.2711049348229,-25.4048725319167],[-49.2757034004967,-25.4046002524626],[-49.2757822973088,-25.405769068806],[-49.2761079330197,-25.4071211667053],[-49.2763493778875,-25.4081787917302],[-49.2758425751133,-25.409558215299],[-49.2752531070394,-25.4106301498784],[-49.27466065091,-25.4117003366214],[-49.2736571402496,-25.4128572054104],[-49.2735566678746,-25.4132988905118],[-49.273764869454,-25.4153212142331],[-49.2740367938197,-25.4164203006971]]]}"
"175","BOM RETIRO / PUC","CONVENCIONAL","AMARELA","F","{""type"":""MultiLineString"",""coordinates"":[[[-49.2526715391236,-25.4510269764678],[-49.2527563833209,-25.4501946351307],[-49.2540861334567,-25.4502891728549],[-49.2595895731896,-25.4506808336453],[-49.2598997773162,-25.4500458329916],[-49.2643917972954,-25.4404106623419],[-49.2667813635337,-25.441301883111],[-49.2722841918285,-25.4304159895308],[-49.2711716456482,-25.4300789534617],[-49.2710435874777,-25.4281952967525],[-49.2730600946626,-25.4287862964662],[-49.2735782271374,-25.4275032942836],[-49.2727431534104,-25.42380969959],[-49.2742141204985,-25.4235629248953],[-49.274509000531,-25.4215993020997],[-49.2746011356639,-25.4205117776875],[-49.274471747765,-25.4181355131867],[-49.273764869454,-25.4153212142331],[-49.2735566678746,-25.4132988905118],[-49.2736571402496,-25.4128572054104],[-49.27466065091,-25.4117003366214],[-49.2758425751133,-25.409558215299],[-49.2763493778875,-25.4081787917302],[-49.2761079330197,-25.4071211667053],[-49.2757822973088,-25.405769068806],[-49.2757034004967,-25.4046002524626],[-49.2751197716667,-25.4029251887281],[-49.2752502585072,-25.4023648702606],[-49.2774020499219,-25.4021982042644],[-49.2787787680059,-25.4020224377579],[-49.2796583970316,-25.4021126899022],[-49.2811060280115,-25.4019057502336],[-49.2807994495202,-25.4007282607626],[-49.2792857340604,-25.4008230677989],[-49.279040662782,-25.3997068027384],[-49.2785349653668,-25.3997099721187]]]}"
"503","BOQUEIRÃO","EXPRESSO","VERMELHA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2683240520673,-25.4383443187202],[-49.2704867468012,-25.4339134601933],[-49.2700914920174,-25.4337671191062],[-49.2704867468012,-25.4339134601933],[-49.2683240520673,-25.4383443187202],[-49.2627432230035,-25.4496707967779],[-49.2612281187085,-25.4528442955221],[-49.254575238649,-25.4664871191756],[-49.254151014073,-25.4671026238558],[-49.2528115198099,-25.4698727078454],[-49.2524153472365,-25.4708810437939],[-49.2474767486921,-25.4810203199956],[-49.2472709270571,-25.4812676078398],[-49.2465921706209,-25.482655164638],[-49.2465877745843,-25.4828333694572],[-49.2298036330641,-25.5172131471698]]]}"
"505","BOQUEIRÃO / C. CÍVICO","LINHA DIRETA","PRATA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2661072543002,-25.4140968770045],[-49.265822146375,-25.4139638645882],[-49.2654884657139,-25.4127394712722],[-49.2657333008357,-25.4106765365511],[-49.2654884657139,-25.4127394712722],[-49.265822146375,-25.4139638645882],[-49.2661072543002,-25.4140968770045],[-49.2668249222149,-25.4166365658622],[-49.2670199107613,-25.4167010340127],[-49.2677934583004,-25.4165249024297],[-49.2687836366728,-25.4203320473747],[-49.2680294746058,-25.4207350795353],[-49.2682879304121,-25.4227487880052],[-49.2661690072213,-25.4245873538835],[-49.2651699906376,-25.4269151109567],[-49.2634380771479,-25.4272531271397],[-49.2626848355486,-25.4288062464234],[-49.2622304386426,-25.4297504445629],[-49.2635560828803,-25.4303057646129],[-49.2644744041545,-25.4306736341569],[-49.2628190023617,-25.4343828840489],[-49.2619799968829,-25.4362606868383],[-49.2608576013496,-25.4372107284772],[-49.2569871680381,-25.4501299115469],[-49.2553575444206,-25.4500147921898],[-49.2546831525658,-25.4569069599824],[-49.2552207189683,-25.4593309494423],[-49.2551897832412,-25.4604851082256],[-49.2534752631439,-25.4646622827696],[-49.2535895992255,-25.4652751575331],[-49.2536784809146,-25.4652528527323],[-49.2540950254324,-25.4662931704936],[-49.2540157767897,-25.4666534970152],[-49.2535813752414,-25.4674284492215],[-49.2533414397642,-25.4676581238485],[-49.2526909395851,-25.467876382338],[-49.2524407804321,-25.4680832934886],[-49.2522995919939,-25.4682756923777],[-49.2510927054521,-25.4709569654567],[-49.2503785851881,-25.4724219060361],[-49.2513716373908,-25.4728127063399],[-49.2474006023512,-25.4809439229179],[-49.2470598308137,-25.4810279392781],[-49.2469558431753,-25.4810906240585],[-49.2461649656928,-25.4827105269291],[-49.2464698783107,-25.4828394659276],[-49.2303075203813,-25.5159150561446],[-49.2304424097407,-25.5159694899165],[-49.2304948292962,-25.5160851255617],[-49.2307971279871,-25.5162174025775]]]}"
"540","BOQUEIRAO / MONDELEZ","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.3154699366478,-25.5425230801618],[-49.3188625853509,-25.5406757383659],[-49.3205784122245,-25.54025498997],[-49.3172279234267,-25.5351442763049],[-49.3152627064142,-25.5366434646364],[-49.3141593123328,-25.5375122514747],[-49.3095943996447,-25.5425656845195],[-49.307083127817,-25.5435261748046],[-49.3021034440364,-25.5449225681041],[-49.3017922982869,-25.545670114106],[-49.3024893172697,-25.5461568075274],[-49.3031004021539,-25.5459777664654],[-49.3036124432855,-25.5450424354873],[-49.3026783101832,-25.5412452806732],[-49.3009788976526,-25.5344257354345],[-49.300820095019,-25.5337356551365],[-49.2991105834455,-25.5293122623835],[-49.2983797867007,-25.5307871981838],[-49.2973775959746,-25.5323000230883],[-49.2959005160899,-25.5344430219972],[-49.2951429399703,-25.5364513742354],[-49.2947910957932,-25.5379617701303],[-49.2945004921176,-25.539571302395],[-49.2944684162426,-25.5411710153829],[-49.2820209469211,-25.5393830324016],[-49.2815279176346,-25.5390379664498],[-49.2780495229211,-25.5382107118142],[-49.2688815048432,-25.5350630512835],[-49.2686761997671,-25.5349886691704],[-49.2687253859373,-25.5348742467452],[-49.2688408123019,-25.5346053529092],[-49.2688016151355,-25.5345028048168],[-49.2671867267325,-25.5341173207912],[-49.2670837632908,-25.5340168401556],[-49.2670141043628,-25.5339647865216],[-49.2668840715254,-25.533942720414],[-49.2665953966161,-25.5341010196688],[-49.266326283341,-25.5340117974711],[-49.2663047524298,-25.5340606649531],[-49.2586470482016,-25.5315988347898],[-49.2547953728802,-25.5303313379065],[-49.2525811571864,-25.5279500265701],[-49.2519438911204,-25.5268173692483],[-49.2515931520203,-25.5269837288393],[-49.2503440427925,-25.5258583506224],[-49.2494546664917,-25.5252305891545],[-49.2487227183822,-25.5250120138152],[-49.2478371078998,-25.5250631382295],[-49.247091730305,-25.5249281942283],[-49.2317092658304,-25.5186949426535],[-49.2306016473361,-25.5182435391391],[-49.2301782091389,-25.5180733949581],[-49.2305713652626,-25.5173427645597]]]}"
"627","BOSCH","ALIMENTADOR","LARANJA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2934546612916,-25.4921739435725],[-49.2934200401269,-25.4925699809733],[-49.2981935070703,-25.4925993763423],[-49.2981765219952,-25.4971736155291],[-49.298853279111,-25.4974148906216],[-49.2995337728517,-25.4980989057602],[-49.3001105819635,-25.4982168769469],[-49.3023294361062,-25.4974954108322],[-49.3030493633214,-25.4974083608073],[-49.3055169112891,-25.4979472036919],[-49.3071463460842,-25.4981394796391],[-49.308359172736,-25.4980852411895],[-49.3114801842531,-25.5000056623543],[-49.3152767486019,-25.504465717122],[-49.3173143189674,-25.5043506347301],[-49.3195843177409,-25.5049638666147],[-49.3214080062143,-25.5058568277222],[-49.3234022315885,-25.5115109194934],[-49.3234503948429,-25.5114967437431],[-49.3235113075667,-25.5116823615062],[-49.3236759036098,-25.5117492746551],[-49.3239270837511,-25.5116811835493],[-49.3249131921578,-25.5114165598947],[-49.3250006527188,-25.5114496000053],[-49.3250971908345,-25.5117802455709],[-49.3254321975704,-25.5118351307106],[-49.325637078651,-25.5117928169195],[-49.3256577128137,-25.511874833762],[-49.3273133695721,-25.5115192408079],[-49.3282700109709,-25.5117304226589],[-49.3310222820297,-25.5131636671671],[-49.3327214445527,-25.511806248663],[-49.3338492752609,-25.5133323431815],[-49.3370053682951,-25.5143451933495],[-49.3363699626027,-25.5156763401504],[-49.3344483129421,-25.5197993646861],[-49.3337578274192,-25.5211278392731],[-49.3332177518409,-25.5217966366572],[-49.3316273804246,-25.5236939041664],[-49.3308521845222,-25.5235153970501],[-49.3306802289001,-25.5229228594592],[-49.330840819074,-25.5223341105647],[-49.3314776155066,-25.5220624391535],[-49.3339602365433,-25.5237919009424],[-49.334121821641,-25.5243249993271],[-49.3340205096184,-25.5244936015965],[-49.3323974952476,-25.5246479997638],[-49.3321999090212,-25.5242361202445],[-49.3274742524921,-25.5296568845902],[-49.3254236710085,-25.5310959197212],[-49.3172279234267,-25.5351442763049],[-49.3205784122245,-25.54025498997],[-49.321596987497,-25.541671134038],[-49.328620806201,-25.5391972667172],[-49.3324290675338,-25.5362637383669],[-49.3317732793655,-25.535355825828],[-49.3339358804852,-25.5337350871617],[-49.3356197854032,-25.5296996302401],[-49.3359100427629,-25.5297905020339]]]}"
"170","BRACATINGA","CONVENCIONAL","AMARELA","N","{""type"":""MultiLineString"",""coordinates"":[[[-49.2726329723321,-25.4286591895674],[-49.2710435874777,-25.4281952967525],[-49.2707236492175,-25.4269743309319],[-49.2738278406728,-25.4264157917168],[-49.2742141204985,-25.4235629248953],[-49.274509000531,-25.4215993020997],[-49.2769093672959,-25.4181534280809],[-49.2768224149625,-25.4176921988515],[-49.278786186858,-25.4166436086657],[-49.2789908072094,-25.4163215885528],[-49.2792775694707,-25.4150990440568],[-49.2791617442344,-25.4143034124833],[-49.2795793357553,-25.4129081261022],[-49.2806028848455,-25.4116827659398],[-49.2831385681607,-25.4081663269511],[-49.282339247736,-25.4040429950957],[-49.2824006171812,-25.4032110917527],[-49.2835328032177,-25.4017010442226],[-49.285257225806,-25.4008974300511],[-49.2869973674921,-25.3996912878592],[-49.2882407959689,-25.3983225404505],[-49.2877058791621,-25.3969203818344],[-49.2875297543142,-25.3964424828061],[-49.2864647074377,-25.3961270852796],[-49.2857648277555,-25.3959235805607],[-49.2853617496562,-25.3951664655787],[-49.2836696658656,-25.3934214962105],[-49.2828761033992,-25.392784383636],[-49.2831516270176,-25.3909543341215],[-49.2837799028499,-25.3899352807665],[-49.283271189329,-25.3890845240895],[-49.2820794463323,-25.3857666738062],[-49.2842033021545,-25.3860345149708],[-49.2849306023904,-25.3847087424614],[-49.2864078934849,-25.3838222956548],[-49.2878281641772,-25.3829442155382],[-49.2893210915457,-25.3841817701245],[-49.2912009809895,-25.3835664289217],[-49.2934901026774,-25.3832011349378],[-49.2938963041037,-25.3825796005328],[-49.2942814250842,-25.3822683844059],[-49.2968627283489,-25.3808384080619],[-49.2993141045244,-25.3804563876295],[-49.3001647443943,-25.3825190779811],[-49.3011474095927,-25.3821895210459],[-49.3008622481837,-25.381712960322]]]}"
"913","BUTIATUVINHA","ALIMENTADOR","LARANJA","S","{""type"":""MultiLineString"",""coordinates"":[[[-49.3301994380642,-25.4010473927139],[-49.3298588117761,-25.401299917185],[-49.3298322437278,-25.4013600644065],[-49.3296528217462,-25.4014936124428],[-49.3295689922328,-25.4014907263956],[-49.3294800003245,-25.4014726612549],[-49.3294093291324,-25.4013752387249],[-49.3294358996476,-25.4012647149412],[-49.3295195274983,-25.401211797706],[-49.3297663023226,-25.4011996127835],[-49.3306253476494,-25.4005679553714],[-49.3306456051325,-25.4005220048187],[-49.330791302275,-25.4004155361347],[-49.3309049176474,-25.4005435508129],[-49.3311403079813,-25.4004532490676],[-49.3310989255681,-25.400369731206],[-49.331678238108,-25.4001483159464],[-49.3340034632017,-25.3993509009789],[-49.334442118049,-25.4008547358438],[-49.3346444998227,-25.4029774676974],[-49.3366841846513,-25.4036973087552],[-49.3392056528798,-25.4038221776697],[-49.3421160921401,-25.4060280923751],[-49.3436727167707,-25.4059044993219],[-49.3448195578226,-25.4044576871046],[-49.3449125664434,-25.4038617269862],[-49.3468504498401,-25.4008968883272],[-49.3485463229886,-25.4011338936422],[-49.3508948889497,-25.4009087827543],[-49.3514935710556,-25.4020314146641],[-49.3516311406623,-25.4023015321927],[-49.351126918452,-25.4023562385455],[-49.3514272436216,-25.4054207335505],[-49.3517640961146,-25.4053972868326],[-49.3515226729536,-25.4025934964688],[-49.3518269732654,-25.402571038729],[-49.3531018431587,-25.4031285661748],[-49.3539378460485,-25.4031339644804],[-49.3555635780374,-25.4030269818958],[-49.3565309372417,-25.4040113979485],[-49.3589467211434,-25.4032734163727],[-49.3597335432723,-25.4042011685378],[-49.3608124227597,-25.4044443019972],[-49.3622308190622,-25.4040471935582],[-49.3616451152359,-25.4025505871414],[-49.3623703533113,-25.4022595420238],[-49.362266668883,-25.4009981088797],[-49.3626923788759,-25.400761756532],[-49.3635118744211,-25.3999708788161],[-49.3655609348572,-25.3992920806796]]]}"
